Verified in DB,Database Product Name,Source,﻿Item ID,Department Name,Item Name,Size,Item Size,Base Price Palmers,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41390001109,001 GROCERY,KIKK LS SOY SAUCE,Ea,20 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,4139344,001 GROCERY,Kikk Soy Sauce,Ea,20 fz,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41449403366,001 GROCERY,Krstz Gf Dbl Choc Brwne,Ea,20 Fz,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,48001353855,001 GROCERY,Hellmann's  Olive Oil Squeeze Mayonnaise Dressing,Ea,20 fz,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000047905,001 GROCERY,Gatorlyte Orange,Ea,20 fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000047912,001 GROCERY,Gatorlyte Strawberry Kiwi,Ea,20 fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000049008,001 GROCERY,Gatorlyte Cherry LIme,Ea,20 fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000050622,001 GROCERY,Gatorlyte Watermelon,Ea,20 fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000050820,001 GROCERY,Gatorlyte Mixed Berry,Ea,20 fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000052862,001 GROCERY,Gatorlyte Zero Lemon Lime,Ea,20 Fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000054996,001 GROCERY,Gatorlyte Glacier Freeze,Ea,20 Fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000055009,001 GROCERY,Gatorlyte Zero Fruit Punch,Ea,20 Fz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71100480290,001 GROCERY,Hddn Vlly Ranch Garlic,Ea,20 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,657227001206,001 GROCERY,Essentia Water 20 Oz,Ea,20 FZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002586,001 GROCERY,Joe Tea Mango,Ea,20 FZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234003811,001 GROCERY,Joe's Berry Lemonade,Ea,20 fz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234003828,001 GROCERY,JOE'S PINEAPPLE LEMONADE,Ea,20 fz,$2.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234003835,001 GROCERY,Joe's Watermelon Lemonade,Ea,20 Fz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234003842,001 GROCERY,Joe's Kiwi Strawberry Tea,Ea,20 Fz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234003903,001 GROCERY,Joes Tea Grapefruit lemonade,Ea,20 Fz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234004153,001 GROCERY,Joe Tea Mango Lemonade,Ea,20 Fz,$2.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234004627,001 GROCERY,Joe Space Chip Fruit Punch Drink,Ea,20 Fz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162411341,001 GROCERY,Vitamin Water Coconut Lime Zero,Ea,20 Fz,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162411365,001 GROCERY,Vitamin Water Raspberry Chocolat,Ea,20 Fz,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162411860,001 GROCERY,Vitamin Water Blue Raspberry,Ea,20 Fz,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162411884,001 GROCERY,Vitamin Water Zero Pineapple Pas,Ea,20 Fz,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,4976400,012 SODA,Sprite 20Oz,Ea,20 FZ,$2.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162410740,012 SODA,Vitamin Water Gutsy,Ea,20 fz,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,852427006338,017 SPECIALTY FOODS,Water Hydrogen Infused,Ea,20 fz,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,54088191,020 CANDY/GUM,Kinder Foil Eggs,Ea,20 G,$2.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,33200022060,002 TAXABLE GROCERY,Arm & Hammer Multi-Cat Extra Strength Clumping Litter,Ea,20 LB,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,33200022077,002 TAXABLE GROCERY,Arm & Hammer Multi-Cat Unscented Clumping Litter,Ea,20 LB,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,33200022084,002 TAXABLE GROCERY,Arm & Hammer Double Duty Advanced Odor Control Cat Litter,Ea,20 LB,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,33200300007,002 TAXABLE GROCERY,A&h  Forever Frsh Lvndr,Ea,20 Lb,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70230100238,002 TAXABLE GROCERY,Tdycat Feet Unscntd,Ea,20 Lb,$16.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70230107206,002 TAXABLE GROCERY,Tidy Cats 24/7 Performance Cat Litter,Ea,20 LB,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70230153456,002 TAXABLE GROCERY,Tidycat W/Glade,Ea,20 LB,$16.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70230169303,002 TAXABLE GROCERY,"Cat Litr,nat Strng,unscnt",Ea,20 LB,$15.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71859020280,002 TAXABLE GROCERY,Kaytee Sunflower Seed,Ea,20 LB,$21.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,764375815590,002 TAXABLE GROCERY,Feline Pine Original Cat Litter,Ea,20 LB,$15.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13000002189,001 GROCERY,Hnz Yellow Mustard,Ea,20 oz,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,1300000640,001 GROCERY,Heinz Squeeze Ketchup,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,14100046714,001 GROCERY,Pepperidge Farm Potato Buns,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,14100046738,001 GROCERY,Pepperidge Farm Hearty Wheat B,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,14100048459,001 GROCERY,Pepperidge Farm Goldfish 20Pk,Ea,20 OZ,$11.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,14100095279,001 GROCERY,Pepp Farm Italian Bread White,Ea,20 OZ,$3.39,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16000125414,001 GROCERY,Gm Cheerios Giant Sz,Ea,20 oz,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16000420601,001 GROCERY,Bisquick Pancake & Baking Mix,Ea,20 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,20685003424,001 GROCERY,Cape Cod Variety Grab Go Bags,Ea,20 Oz,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,24000577386,001 GROCERY,Citrus Salad,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,24000577423,001 GROCERY,Del Monte Sliced Cling Peaches,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900001025,001 GROCERY,Dole Sliced Pineapple,Ea,20 OZ,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900001438,001 GROCERY,Dole Pineapple Slices,Ea,20 OZ,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900004620,001 GROCERY,Dole Canned Pineapple,Ea,20 OZ,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900004736,001 GROCERY,Dole Chunk Pineapple,Ea,20 OZ,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900006020,001 GROCERY,Dole Pa Crshd Syrup,Ea,20 oz,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900006136,001 GROCERY,Dole Crushed Pineapple,Ea,20 OZ,$2.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978025357,001 GROCERY,Bob's Red Mill Tapioca Flour,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41143128701,001 GROCERY,Snmd Raisins Canister,Ea,20 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41449300221,001 GROCERY,Ghirardelli Double Chocolate B,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41449301976,001 GROCERY,Ghirardelli Brownie Mix,Ea,20 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41449473062,001 GROCERY,Krusteaz Gluten Free Cinnamon Swirl Crumb Cake & Muffin Mix,Ea,20 OZ,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41500000312,001 GROCERY,French's Yellow Mustard Squeeze,Ea,20 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41780003096,001 GROCERY,Utz Caramel Popcorn Clusters,Ea,20 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41800000197,001 GROCERY,Welch's Squeeze Grape Jelly,Ea,20 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41800000319,001 GROCERY,Welchs Squeeze Grape Jam,Ea,20 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,44000078348,001 GROCERY,Newtons Cookies - Fig Fruit Chewy,Ea,20 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,48000700858,001 GROCERY,Cos Solid White Tuna 4Pk,Ea,20 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,48121292089,001 GROCERY,Thomas' Cinnamon Raisin Bagels,Ea,20 OZ,$5.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500025116,001 GROCERY,Smuckers Butterscotch Syrup,Ea,20 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500025130,001 GROCERY,Smuckers Chocolate Syrup,Ea,20 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500057117,001 GROCERY,Smkr Sqz Grp Jlly,Ea,20 oz,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500057223,001 GROCERY,Smucker's Strawberry Squeeze,Ea,20 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71100000214,001 GROCERY,Hidden Valley Original Ranch Squeeze Bottle,Ea,20 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71330601328,001 GROCERY,Freihofeers Italian Bread,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71330601342,001 GROCERY,FREIHOFERS ITALIAN SOURDOUGH,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71330601380,001 GROCERY,Freihofer's Italian Bread,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71330601403,001 GROCERY,Freihofer's Italian Bread,Ea,20 Oz,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72030011080,001 GROCERY,Entenmann's Softee Donuts,Ea,20 OZ,$7.69,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72250011372,001 GROCERY,Wonder Bread,Ea,20 OZ,$3.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72250037068,001 GROCERY,Natures Own Honey Wheat Bread,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72250037129,001 GROCERY,Natures Own Whole Wheat,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72250049191,001 GROCERY,Natures Own Butter Bread,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72945612419,001 GROCERY,SARA LEE ARTESANO BREAD,Ea,20 OZ,$4.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73410003046,001 GROCERY,Arnold Brick Oven White,Ea,20 OZ,$5.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73410022504,001 GROCERY,Arnold Sstoneground Wheat,Ea,20 OZ,$4.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73410957561,001 GROCERY,Arnold  Keto Bread,Ea,20 oz,$7.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73410957776,001 GROCERY,Arnold Keto Seeded,Ea,20 oz,$7.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,75185001500,001 GROCERY,Martins Hoagie Rolls,Ea,20 OZ,$4.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77817127763,001 GROCERY,Bachman Mini Pretzels,Ea,20 OZ,$4.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,86600007366,001 GROCERY,Bumble Bee Chunk Light Tuna in Water,Ea,20 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,86600009193,001 GROCERY,Bumble Bee White Tuna 4Pk,Ea,20 OZ,$9.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,86600009254,001 GROCERY,Bumble Bee Solid White Tuna in Water,Ea,20 OZ,$9.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,196005251889,001 GROCERY,Crisco Shortening Stcks,Ea,20 Oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,196005251957,001 GROCERY,Crisco Shrtng Stick Btr,Ea,20 Oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810022581025,001 GROCERY,Belmont Sriracha Peanuts,Ea,20 Oz,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810022582862,001 GROCERY,Belmont Lightly Salted Nuts,Ea,20 Oz,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818158012277,001 GROCERY,Kretschmer Wheat Germ,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001393,001 GROCERY,Belmont Unsalted Peanuts,Ea,20 Oz,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001560,001 GROCERY,Belmont Virginia Peanuts Spicy,Ea,20 oz,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,17500081200,002 TAXABLE GROCERY,Niagra Regular Starch Spray,Ea,20 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,17500081507,002 TAXABLE GROCERY,Niagra Heavy Spray Starch,Ea,20 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,25700713623,002 TAXABLE GROCERY,Scrubbing Bubbles Lemon Bathroom Cleaner,Ea,20 OZ,$5.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,25700713678,002 TAXABLE GROCERY,Scrubbing Bubbles Fresh Bathroom Cleaner,Ea,20 OZ,$5.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,33200150206,002 TAXABLE GROCERY,Arm & Hammer Cat Liter Deodorizer,Ea,20 OZ,$3.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,37000274087,002 TAXABLE GROCERY,Cscde Plt Pacs +oxi 36c,Ea,20 Oz,$17.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73731004197,006 DAIRY,Mission Large Tortillas,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13120010361,007 FROZEN FOODS,Ore-Ida Crispers,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13800103420,007 FROZEN FOODS,Stouffer's Macaroni & Cheese,Ea,20 OZ,$6.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,28800130260,007 FROZEN FOODS,Hanover Candied Sweet Potatoes,Ea,20 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500048177,007 FROZEN FOODS,Smucker's Uncrustables Peanut Butter & Jelly Sandwich,Ea,20 OZ,$10.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51500048184,007 FROZEN FOODS,Smkr Uncrstbl Pb/strw,Ea,20 Oz,$10.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76239420124,007 FROZEN FOODS,Mama Rosie's Manicotti,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76239424122,007 FROZEN FOODS,Mama Rosie's Stuffed Shells,Ea,20 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,654523620155,007 FROZEN FOODS,Larz Swedish Meatballs,Ea,20 oz,$10.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,717854130530,007 FROZEN FOODS,Wht Castle Chkn Rng Rnc,Ea,20 oz,$11.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,782045112015,007 FROZEN FOODS,Beecher's Mac & Cheese,Ea,20 OZ,$16.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810012620840,007 FROZEN FOODS,"Skinny Fries,crispy",Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810012620901,007 FROZEN FOODS,"Strong Crinkle Fries,crispy",Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,834183007033,007 FROZEN FOODS,Alexia Waffle Fries,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,834183007149,007 FROZEN FOODS,Alexia Sweet Potato Fries,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,834183007170,007 FROZEN FOODS,Alexia Sweet Potato Puffs,Ea,20 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850012117278,007 FROZEN FOODS,Tru Fru Strw Wht/mlk Ch Large,Ea,20 Oz,$16.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850241008989,007 FROZEN FOODS,Tru Fru Pina Colada Large,Ea,20 oz,$16.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860003448298,007 FROZEN FOODS,Zucker's Plain Bagels Frozen,Ea,20 Oz,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,1213104,012 SODA,Mountain Dew 20Oz,Ea,20 OZ,$2.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978001788,017 SPECIALTY FOODS,Bob's Red Mill Cassava Flour,Ea,20 OZ,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978041210,017 SPECIALTY FOODS,Bob's Red Mill Scottish Oatmeal,Ea,20 OZ,$7.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978113115,017 SPECIALTY FOODS,BRM OAT FLOUR WHLGRN,Ea,20 OZ,$7.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978113139,017 SPECIALTY FOODS,Bob's Red Mill Stone Ground Dark Rye Flour,Ea,20 OZ,$7.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,39978114617,017 SPECIALTY FOODS,Brm Gf Cornbread Mix,Ea,20 Oz,$6.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810022580585,017 SPECIALTY FOODS,Belmont Chocolate Peanuts,Ea,20 Oz,$21.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814115020217,017 SPECIALTY FOODS,Dark Red Kidney Beans,Ea,20 oz,$4.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814115020248,017 SPECIALTY FOODS,Chickpeas With Peas And Carrots,Ea,20 oz,$4.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850232005089,017 SPECIALTY FOODS,Vital Proteins  Collagen Peptides,Ea,20 OZ,$55.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001386,017 SPECIALTY FOODS,Belmont Sea Salt Virginia Nuts,Ea,20 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001423,017 SPECIALTY FOODS,Belmont Redskin Virginia Peanuts,Ea,20 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001447,017 SPECIALTY FOODS,Belmount Honey Roasted Peanuts,Ea,20 Oz,$16.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001508,017 SPECIALTY FOODS,Belmont Garlic and Herb Peanuts,Ea,20 oz,$13.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858582001645,017 SPECIALTY FOODS,Belmont Sea Salt & Black Pepper Virginia Peanuts,Ea,20 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858588006903,017 SPECIALTY FOODS,Belmont Fiery Chipotle Virginia Peanuts,Ea,20 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858588006927,017 SPECIALTY FOODS,Belmont Jalapeno Peanuts,Ea,20 Oz,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,22110079806,020 CANDY/GUM,Wrigley's Hubba Bubba Original Bubble Gum,Ea,20 OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41420028687,020 CANDY/GUM,Hall Brachs Mc Pumpkins,Ea,20 Oz,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41420034350,020 CANDY/GUM,Hall Brachs Hrvst Corn,Ea,20 Oz,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77260102003,020 CANDY/GUM,In&out Rs Asst Choc Gftbox,Ea,20 Oz,$28.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70734053726,001 GROCERY,Celestial Seasonings Sleepytim,Ea,20 TEA BAGS,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,88177227673,001 GROCERY,Soy Vay Veri Veri Teriyaki Marinade & Sauce,Ea,20-22 FZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,834183000997,007 FROZEN FOODS,Alexia House Cut Fries,Ea,20-28 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,834183006999,007 FROZEN FOODS,Alexia Seasoned Potato Puffs,Ea,20-28 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,381370044086,009 TAXABLE HBA,BAND-AID - ADHESIVE BANDAGES - ALL ONE SIZE - TOUGH STRIPS - 20 COUNT,Ea,20.0 Count,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,44600305226,002 TAXABLE GROCERY,Disinfecting Toilet Wand Refills,Ea,20.0 CT,$15.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,80868002446,007 FROZEN FOODS,Family Size Kids Spinach Littles,Ea,20.0 Ounce,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858702005157,017 SPECIALTY FOODS,Pineapple Mango Bbq Sauce,Ea,20.0 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858702005416,017 SPECIALTY FOODS,Cherry Bbq Sauce,Ea,20.0 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858702005751,017 SPECIALTY FOODS,Apple Bacon Bbq Sauce,Ea,20.0 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858702005904,017 SPECIALTY FOODS,Jalapeno Cherry Bbq Sauce,Ea,20.0 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,28000428433,001 GROCERY,Nestle Nesquik Chocolate Powder,Ea,20.1 OZ,$8.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,34000042616,020 CANDY/GUM,Hall Hrshy Almd Joy S/sze,Ea,20.1 Oz,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13000003469,001 GROCERY,Heinz Bbq Sauce Kansas City,Ea,20.2 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41780271525,001 GROCERY,Utz - Poker Mix - 20.5 Ounce,Ea,20.5 Ounce,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13764027121,001 GROCERY,Daves Killer Bread Good Seed T,Ea,20.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13764027138,001 GROCERY,Daves Killer Bread 21 Whole Gr,Ea,20.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13764027190,001 GROCERY,Dave's Thin-sliced Powerseed Bread,Ea,20.5 OZ,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13764028081,001 GROCERY,Dave's Killer Bread Thin Sliced White Sandwich Bread,Ea,20.5 OZ,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,44000058241,001 GROCERY,Nabisco Ritz Original Family Size Crackers,Ea,20.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884912004710,001 GROCERY,Post Grape-Nuts,Ea,20.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,711381317600,017 SPECIALTY FOODS,Stonewall Kitchen Mom's Meatloaf Starter,Ea,20.5 OZ,$9.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,711381333679,017 SPECIALTY FOODS,Swk Peppermint Brownie Mix,Ea,20.5 OZ,$16.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13764028074,001 GROCERY,Dkb Thin Sliced Sprt Wheat,Ea,20.5OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,747479300223,007 FROZEN FOODS,Rao's Roasted Veggie Pizza,Ea,20.6 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41192102417,001 GROCERY,Kellogg's Raisin Bran Crunch FS,Ea,20.7 Oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,795404131015,007 FROZEN FOODS,Mystic Cheese Pizza,Ea,20.75 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16000157811,001 GROCERY,General Millls Raisin Nut Bran Cereal,Ea,20.8 OZ,$8.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73202512046,007 FROZEN FOODS,Js Ole Taquito Dbl Chkn,Ea,20.8 Oz,$8.99,,,,,,,,,,,,,,,,,,,,
